,cell_id,drug_id,num_points
2031,HELA,BRD-K22848513,24
2032,A375,BRD-K56343971,21
2033,HELA,BRD-K28217197,25
2034,HA1E,BRD-K64890080,19
2035,HA1E,BRD-K57080016,18
2036,HT29,BRD-A12230535,20
2037,HELA,BRD-K17203476,25
2038,MDAMB231,BRD-K13390322,31
2039,HELA,BRD-K28761891,25
2040,HELA,BRD-K16508793,25
2041,HELA,BRD-K33852358,25
2042,PC3,BRD-K13390322,19
2043,A375,BRD-K16730910,18
2044,HELA,BRD-A24228527,25
2045,HELA,BRD-K28731095,25
2046,A375,BRD-K51544265,20
2047,YAPC,BRD-K74514084,18
2048,HELA,BRD-K49865102,18
2049,MCF10A,BRD-K83963101,25
2050,MCF10A,BRD-K77908580,18
2051,HA1E,BRD-K42805893,18
2052,MDAMB231,BRD-K73319509,25
2053,MDAMB231,BRD-K54256913,25
2054,TMD8,BRD-K40624912,19
2055,THP1,BRD-K94199083,19
2056,HELA,BRD-K54256913,18
2057,THP1,BRD-K74065929,18
2058,BJAB,BRD-A30655177,19
2059,A549,BRD-A87130939,21
2060,TMD8,BRD-K98548675,19
2061,MINO,BRD-K98039984,19
2062,BJAB,BRD-K08109215,19
2063,BJAB,BRD-K61567297,19
2064,BJAB,BRD-K19540840,19
2065,TMD8,BRD-K94199083,19
2066,TMD8,BRD-K45995181,17
2067,HS578T,BRD-K49328571,20
2068,MCF7,BRD-K85751432,21
2069,SKBR3,BRD-K87737963,20
2070,XC.L100.L,BRD-K37890730,19
2071,XC.L100.M,BRD-A63610676,19
2072,A549,BRD-K54256913,19
2073,MDAMB231,BRD-K50140147,20
2074,BT20,BRD-K19687926,20
2075,BT20,BRD-A79768653,20
2076,BT20,BRD-K04887706,20
2077,HT29,BRD-K53414658,18
2078,HT29,BRD-K83963101,19
2079,SKBR3,BRD-K78431006,17
2080,HT29,BRD-K02123250,19
2081,BT20,BRD-K05104363,20
2082,MDAMB231,BRD-K56751279,30
2083,MCF10A,BRD-K20285085,20
2084,HELA,BRD-A26032986,25
2085,PC3,BRD-K16730910,18
2086,HELA,BRD-K23363278,25
2087,HELA,BRD-A15909516,25
2088,SKBR3,BRD-K72636697,17
2089,HS578T,BRD-K04887706,20
2090,HT29,BRD-K80738081,19
2091,A375,BRD-K44827188,18
2092,HELA,BRD-K52751261,18
2093,HT29,BRD-K60866521,18
2094,HT29,BRD-K04887706,19
2095,HA1E,BRD-K81528515,19
2096,HT29,BRD-K19477839,18
2097,HELA,BRD-K08924299,25
2098,HELA,BRD-K23248433,25
2099,MCF10A,BRD-K73319509,21
2100,K562,BRD-K21680192,19
2101,YAPC,BRD-K33379087,18
2102,A375,BRD-K86525559,16
2103,HEK293,BRD-A58280226,18
2104,HEK293,BRD-K54256913,18
2105,A549,BRD-K08799216,18
2106,A549,BRD-K56751279,17
2107,THP1,BRD-K35458079,19
2108,OCILY3,BRD-K81418486,19
2109,MDAMB231,BRD-K41895714,31
2110,MDAMB231,BRD-K02113016,25
2111,YAPC,BRD-K73319509,18
2112,HELA,BRD-K77908580,18
2113,MINO,BRD-K53972329,19
2114,MCF7,BRD-K55478147,19
2115,A549,BRD-K41410256,21
2116,MCF7,BRD-A62025033,21
2117,MCF7,BRD-K42918627,17
2118,MCF7,BRD-K38852836,21
2119,HS578T,BRD-K13566078,20
2120,XC.L100.M,BRD-K70401845,19
2121,BT20,BRD-K99545815,20
2122,BT20,BRD-K79404599,20
2123,MDAMB231,BRD-K07691486,31
2124,PC3,BRD-K33226500,16
2125,A375,BRD-K92428232,19
2126,HA1E,BRD-K04887706,19
2127,MDAMB231,BRD-K67868012,20
2128,MDAMB231,BRD-K04887706,31
2129,HS578T,BRD-K68174511,20
2130,A375,BRD-K12184916,23
2131,A375,BRD-K28392481,18
2132,PC3,BRD-K12787259,17
2133,HELA,BRD-A29734509,25
2134,HELA,BRD-K09372874,25
2135,HELA,BRD-K19540840,25
2136,HELA,BRD-K23976833,25
2137,HELA,BRD-K08206212,25
2138,HS578T,BRD-K16478699,19
2139,MCF10A,BRD-K19540840,20
2140,HELA,BRD-K19352500,25
2141,HELA,BRD-K18779551,25
2142,HELA,BRD-K36386086,25
2143,HELA,BRD-K08703257,25
2144,HELA,BRD-K32247306,25
2145,HELA,BRD-A33711280,25
2146,HELA,BRD-A28787076,25
2147,A375,BRD-K86797399,18
2148,HELA,BRD-K45746021,18
2149,A549,BRD-A26503646,21
2150,YAPC,BRD-K99964838,18
2151,TMD8,BRD-K54606188,25
2152,THP1,BRD-K19295594,19
2153,MDAMB231,BRD-K92428232,25
2154,MINO,BRD-K92723993,19
2155,THP1,BRD-K81458380,18
2156,THP1,BRD-K98795921,19
2157,MCF7,BRD-K99023089,21
2158,MCF7,BRD-K87782578,21
2159,MCF7,BRD-K43586850,21
2160,A549,BRD-K82941592,21
2161,A375,BRD-K66615216,16
2162,MINO,BRD-A09722536,19
2163,BJAB,BRD-K81528515,19
2164,MINO,BRD-K21680192,23
2165,HS578T,BRD-K63068307,20
2166,HS578T,BRD-K64800655,20
2167,MDAMB231,BRD-K70401845,31
2168,XC.L100.M,BRD-K51544265,19
2169,BT20,BRD-K68065987,20
2170,MCF10A,BRD-K00337317,20
2171,MCF10A,BRD-K16189898,16
2172,MDAMB231,BRD-K19220233,20
2173,PC3,BRD-K08799216,18
2174,MCF7,BRD-K12787259,18
2175,PC3,BRD-K24576554,18
2176,MDAMB231,BRD-K57080016,31
2177,MCF10A,BRD-K97764662,20
2178,HELA,BRD-K29582115,25
2179,A375,BRD-A58955223,22
2180,HELA,BRD-A22769835,25
2181,HELA,BRD-K56301217,18
2182,HT29,BRD-K20001883,16
2183,HT29,BRD-K70301465,18
2184,HELA,BRD-A26690767,25
2185,HELA,BRD-K20920669,25
2186,HT29,BRD-K36740062,19
2187,MDAMB231,BRD-K03449891,31
2188,HELA,BRD-K12787259,18
2189,HT29,BRD-K13662825,18
2190,PC3,BRD-K60866521,18
2191,HT29,BRD-K37764012,18
2192,MDAMB231,BRD-K72414522,31
2193,MDAMB231,BRD-K81528515,31
2194,HBL1,BRD-A79768653,19
2195,HEK293,BRD-K40738845,18
2196,THP1,BRD-K11357827,19
2197,MCF7,BRD-K21718444,18
2198,MDAMB231,BRD-K05804044,25
2199,TMD8,BRD-K49328571,19
2200,MCF10A,BRD-K66538826,21
2201,MINO,BRD-K98548675,19
2202,MCF7,BRD-K42417338,21
2203,A375,BRD-K02123250,19
2204,MDAMB231,BRD-K04853698,20
2205,MDAMB231,BRD-K53972329,20
2206,SKBR3,BRD-K49075727,20
2207,A549,BRD-K02123250,19
2208,XC.L100.L,BRD-K19687926,19
2209,PC3,BRD-K78431006,22
2210,HS578T,BRD-K51313569,20
2211,SKBR3,BRD-K16189898,20
2212,MCF10A,BRD-K21680192,16
2213,MDAMB231,BRD-K46056750,20
2214,HELA,BRD-K28667793,25
2215,HELA,BRD-K34713073,25
2216,HA1E,BRD-K08109215,18
2217,SKBR3,BRD-A21584801,20
2218,HELA,BRD-K17075857,25
2219,HELA,BRD-K18673820,25
2220,HA1E,BRD-K87737963,18
2221,HELA,BRD-K09090949,25
2222,YAPC,BRD-K11267252,20
2223,MDAMB231,BRD-K77625799,18
2224,THP1,BRD-K93918653,18
2225,BJAB,BRD-K71035033,19
2226,A375,BRD-K50498985,18
2227,JURKAT,BRD-K52751261,18
2228,THP1,BRD-K44844162,30
2229,A375,BRD-K33226500,16
2230,THP1,BRD-K03390685,18
2231,HEK293,BRD-K92428232,18
2232,THP1,BRD-K64052750,29
2233,BJAB,BRD-K50495309,19
2234,A375,BRD-K70301465,18
2235,A375,BRD-A74980173,16
2236,BJAB,BRD-K45995181,19
2237,BJAB,BRD-A13689093,19
2238,SKBR3,BRD-K64052750,20
2239,MCF10A,BRD-K08799216,16
2240,MCF7,BRD-K99792991,21
2241,MINO,BRD-K19540840,19
2242,SKBR3,BRD-K93788137,20
2243,HS578T,BRD-K68065987,20
2244,XC.L100.M,BRD-K66175015,19
2245,A549,BRD-K40738845,18
2246,XC.L100.L,BRD-K16478699,19
2247,MCF10A,BRD-K99252563,19
2248,PC3,BRD-K04887706,19
2249,MCF10A,BRD-K46056750,20
2250,SKBR3,BRD-A58767537,20
2251,HELA,BRD-K08252256,25
2252,HELA,BRD-K28971625,25
2253,HELA,BRD-K35775715,25
2254,HA1E,BRD-K92428232,19
2255,HME1,BRD-K81418486,16
2256,MCF10A,BRD-K72414522,27
2257,HELA,BRD-K31385749,25
2258,HELA,BRD-K20285085,25
2259,A375,BRD-K52313696,20
2260,MCF7,BRD-K56751279,22
2261,A375,BRD-K53417444,18
2262,HA1E,BRD-K60866521,18
2263,PC3,BRD-K49075727,18
2264,HA1E,BRD-K86797399,18
2265,HT29,BRD-K49865102,21
2266,HELA,BRD-A26384407,25
2267,HT29,BRD-K28392481,18
2268,HT29,BRD-K72414522,18
2269,HEK293,BRD-K02113016,18
2270,THP1,BRD-K40738845,18
2271,THP1,BRD-K12787259,18
2272,MINO,BRD-K35458079,19
2273,THP1,BRD-K77625799,18
2274,A375,BRD-K37764012,18
2275,MINO,BRD-K64034691,19
2276,HEK293,BRD-K56301217,18
2277,MDAMB231,BRD-K53417444,18
2278,JURKAT,BRD-K82928847,18
2279,JURKAT,BRD-K45746021,18
2280,BJAB,BRD-K77503770,19
2281,MCF7,BRD-K03390685,21
2282,TMD8,BRD-K64034691,19
2283,A549,BRD-K17953908,21
2284,TMD8,BRD-K50495309,19
2285,THP1,BRD-K19687926,19
2286,HS578T,BRD-K04853698,17
2287,HA1E,BRD-K90370028,17
2288,SKBR3,BRD-K92571446,16
2289,MCF7,BRD-A45498368,20
2290,MCF7,BRD-K05236810,20
2291,A375,BRD-K68488863,18
2292,HS578T,BRD-K90382497,20
2293,MCF10A,BRD-K93788137,16
2294,SKBR3,BRD-K19220233,20
2295,HELA,BRD-K16077845,25
2296,HELA,BRD-K15916496,25
2297,HT29,BRD-K59317601,18
2298,HELA,BRD-K60866521,18
2299,HELA,BRD-K32744045,25
2300,HELA,BRD-A17411484,25
2301,A375,BRD-K93918653,20
2302,MCF7,BRD-K80700417,18
2303,HT29,BRD-K86797399,18
2304,HELA,BRD-K36740062,18
2305,THP1,BRD-K28392481,18
2306,HELA,BRD-K93918653,18
2307,TMD8,BRD-K25835157,19
2308,MINO,BRD-K99964838,19
2309,YAPC,BRD-K07691486,16
2310,YAPC,BRD-K80738081,19
2311,YAPC,BRD-K08109215,19
2312,MCF7,BRD-K01567962,17
2313,MDAMB231,BRD-A41692738,20
2314,BT20,BRD-K06569345,19
2315,MCF7,BRD-A60245366,18
2316,HS578T,BRD-K94176593,17
2317,SKBR3,BRD-K43389698,18
2318,MCF7,BRD-K03063480,17
2319,BT20,BRD-K76908866,20
2320,HELA,BRD-A26423207,25
2321,HELA,BRD-K17498618,25
2322,HELA,BRD-K25361343,25
2323,HS578T,BRD-K12343256,16
2324,HELA,BRD-A33168282,25
2325,MCF7,BRD-K37764012,18
2326,A375,BRD-K79254416,19
2327,HELA,BRD-K29735307,25
2328,HELA,BRD-K15766189,25
2329,HELA,BRD-K18850819,25
2330,A375,BRD-K12787259,18
2331,HEK293,BRD-K77908580,18
2332,HT29,BRD-K52911425,19
2333,MDAMB231,BRD-K77908580,18
2334,THP1,BRD-K57080016,18
2335,MCF10A,BRD-K53417444,18
2336,HA1E,BRD-K28392481,18
2337,A375,BRD-K32107296,16
2338,HEK293,BRD-K53414658,18
2339,THP1,BRD-K71035033,35
2340,BJAB,BRD-K92723993,19
2341,BJAB,BRD-K49328571,19
2342,MCF7,BRD-A36331462,21
2343,HS578T,BRD-K49669041,20
2344,HT29,BRD-K76674262,16
2345,MDAMB231,BRD-K04801023,20
2346,SKBR3,BRD-K07691486,17
2347,HA1E,BRD-K59317601,18
2348,PC3,BRD-K20001883,16
2349,HA1E,BRD-K57169635,18
2350,PC3,BRD-K12184916,22
2351,HELA,BRD-A31811760,25
2352,MCF7,BRD-K07667918,17
2353,HELA,BRD-K11071038,25
2354,HA1E,BRD-K02123250,19
2355,HA1E,BRD-K72414522,18
2356,A375,BRD-K52751261,18
2357,HA1E,BRD-K49075727,18
2358,HELA,BRD-K16195444,25
2359,YAPC,BRD-K71035033,20
2360,A549,BRD-K49075727,18
2361,HT29,BRD-K20285085,20
2362,HT29,BRD-K11267252,20
2363,THP1,BRD-K78431006,24
2364,YAPC,BRD-K83963101,18
2365,THP1,BRD-K73319509,18
2366,HEK293,BRD-K82928847,18
2367,THP1,BRD-K07859598,18
2368,MDAMB231,BRD-K79254416,18
2369,THP1,BRD-K36280065,19
2370,HEK293,BRD-K60866521,18
2371,TMD8,BRD-K98039984,19
2372,THP1,BRD-K50495309,19
2373,MINO,BRD-K18787491,19
2374,MINO,BRD-K70401845,19
2375,BJAB,BRD-K19295594,19
2376,MCF10A,BRD-K04833372,16
2377,MDAMB231,BRD-K03063480,20
2378,MCF7,BRD-A78723049,21
2379,MDAMB231,BRD-K87737963,26
2380,A549,BRD-K28392481,18
2381,MCF10A,BRD-K63068307,20
2382,MCF7,BRD-K04801023,17
2383,MCF10A,BRD-K42918627,16
2384,HS578T,BRD-K63923597,20
2385,MCF7,BRD-K52911425,26
2386,A375,BRD-K40738845,18
2387,HELA,BRD-K21450440,25
2388,HELA,BRD-K22822991,25
2389,HELA,BRD-K24968862,25
2390,HELA,BRD-K27182532,25
2391,HELA,BRD-K19284129,25
2392,MDAMB231,BRD-K19540840,20
2393,HELA,BRD-K32285926,25
2394,YAPC,BRD-K80700417,18
2395,HELA,BRD-K32101625,25
2396,HELA,BRD-K27184429,25
2397,HELA,BRD-K15507868,25
2398,PC3,BRD-K66538826,18
2399,HT29,BRD-K51544265,20
2400,HT29,BRD-K33379087,18
2401,A375,BRD-K93123848,18
2402,HA1E,BRD-K52751261,19
2403,MCF10A,BRD-K37764012,18
2404,JURKAT,BRD-K28392481,18
2405,THP1,BRD-K45746021,18
2406,BJAB,BRD-K62391742,19
2407,SKBR3,BRD-K42918627,20
2408,THP1,BRD-K59369769,18
2409,MINO,BRD-K44844162,19
2410,XC.L100.M,BRD-K08316444,19
2411,MCF7,BRD-K92571446,20
2412,HELA,BRD-K18194590,25
2413,HA1E,BRD-K03449891,18
2414,HELA,BRD-K08037784,25
2415,HELA,BRD-K35245662,25
2416,A375,BRD-K74065929,21
2417,HELA,BRD-K27204852,25
2418,HELA,BRD-K10961822,25
2419,MCF10A,BRD-K79254416,18
2420,JURKAT,BRD-K70511574,18
2421,HT29,BRD-K12787259,18
2422,MDAMB231,BRD-K49075727,31
2423,MDAMB231,BRD-K82928847,18
2424,MINO,BRD-K64052750,19
2425,THP1,BRD-K67844266,23
2426,MCF10A,BRD-K70511574,21
2427,MCF7,BRD-K99383816,21
2428,MINO,BRD-K19687926,19
2429,HS578T,BRD-K16189898,17
2430,HEPG2,BRD-K70401845,18
2431,XC.L100.M,BRD-K59146805,19
2432,MDAMB231,BRD-K13566078,20
2433,MCF10A,BRD-K48488978,16
2434,HT29,BRD-K44827188,18
2435,HELA,BRD-K09471561,25
2436,PC3,BRD-K56751279,18
2437,HT29,BRD-K13390322,18
2438,A375,BRD-K42805893,18
2439,JURKAT,BRD-K74065929,18
2440,HT29,BRD-K89162000,16
2441,HELA,BRD-K79254416,18
2442,MDAMB231,BRD-K12787259,17
2443,HEK293,BRD-K53417444,18
2444,MDAMB231,BRD-K60866521,18
2445,THP1,BRD-K68065987,23
2446,HEK293,BRD-K28392481,18
2447,YAPC,BRD-K93123848,17
2448,A549,BRD-K09078998,21
2449,MCF10A,BRD-K70401845,27
2450,MCF10A,BRD-K72636697,20
2451,MDAMB231,BRD-K36740062,18
2452,SKBR3,BRD-K51313569,17
2453,HELA,BRD-A18620900,25
2454,HELA,BRD-K09602097,25
2455,HELA,BRD-K17500877,25
2456,HELA,BRD-A29731977,25
2457,HA1E,BRD-K93123848,18
2458,HELA,BRD-K36280065,25
2459,YAPC,BRD-K19477839,18
2460,THP1,BRD-K87782578,30
2461,YAPC,BRD-K92428232,18
2462,HELA,BRD-A58280226,18
2463,MCF7,BRD-K56195681,22
2464,THP1,BRD-K77503770,19
2465,MCF10A,BRD-K04853698,16
2466,MCF7,BRD-K09078998,21
2467,MCF7,BRD-A30984645,21
2468,MCF10A,BRD-K94176593,16
2469,HS578T,BRD-K99749624,17
2470,MCF10A,BRD-A24396574,16
2471,BT20,BRD-K92571446,20
2472,A375,BRD-K05804044,21
2473,HELA,BRD-K34776109,25
2474,HELA,BRD-K12184916,25
2475,HA1E,BRD-K12787259,18
2476,YAPC,BRD-K12787259,18
2477,MDAMB231,BRD-K86797399,18
2478,A375,BRD-K56751279,18
2479,MCF10A,BRD-K80700417,18
2480,MINO,BRD-K94199083,19
2481,A549,BRD-K80700417,18
2482,TMD8,BRD-K61567297,19
2483,A375,BRD-K64800655,24
2484,THP1,BRD-K13662825,20
2485,HEK293,BRD-K49865102,18
2486,BJAB,BRD-K48443249,19
2487,A549,BRD-A78723049,21
2488,MCF7,BRD-K59325863,22
2489,MCF7,BRD-K95901403,21
2490,HA1E,BRD-K70401845,19
2491,XC.L100.L,BRD-K08316444,19
2492,SKBR3,BRD-K40175214,17
2493,MCF7,BRD-K67578145,16
2494,MDAMB231,BRD-K64800655,31
2495,MCF7,BRD-K28392481,18
2496,HELA,BRD-K21396683,25
2497,HELA,BRD-K42805893,18
2498,HS578T,BRD-K87737963,17
2499,HELA,BRD-K18157228,25
2500,PC3,BRD-K59317601,18
2501,HELA,BRD-K96550715,25
2502,HELA,BRD-K29322660,25
2503,THP1,BRD-K82928847,18
2504,HEK293,BRD-K93918653,18
2505,HELA,BRD-K74065929,18
2506,MCF10A,BRD-K02123250,21
2507,MCF10A,BRD-K68174511,20
2508,SKBR3,BRD-K76908866,17
2509,HS578T,BRD-K19220233,17
2510,HELA,BRD-K11717138,25
2511,HELA,BRD-A20119038,25
2512,HEK293,BRD-K13662825,18
2513,YAPC,BRD-K56301217,20
2514,MCF10A,BRD-K28392481,18
2515,HELA,BRD-K83963101,18
2516,MDAMB231,BRD-K48488978,20
2517,BT20,BRD-K64890080,20
2518,SKBR3,BRD-K79404599,17
2519,MCF7,BRD-K43389698,17
2520,HA1E,BRD-K19477839,18
2521,HELA,BRD-A16665823,25
2522,HELA,BRD-K34870043,25
2523,HELA,BRD-K82928847,18
2524,HELA,BRD-K11433652,25
2525,HELA,BRD-K17849083,25
2526,HEK293,BRD-K71035033,18
2527,HUVEC.A,BRD-K83963101,18
2528,JURKAT,BRD-K93123848,18
2529,THP1,BRD-K93123848,18
2530,PC3,BRD-K70301465,18
2531,THP1,BRD-K65928735,24
2532,SKBR3,BRD-K90382497,17
2533,HELA,BRD-K33882852,25
2534,HEK293,BRD-K05804044,18
2535,A375,BRD-K19477839,18
2536,HT29,BRD-K45746021,18
2537,BJAB,BRD-K35458079,19
2538,MDAMB231,BRD-K74514084,25
2539,A549,BRD-K53417444,18
2540,HS578T,BRD-K52911425,20
2541,HS578T,BRD-K19540840,20
2542,HA1E,BRD-K73319509,18
2543,HT29,BRD-K05104363,19
2544,HS578T,BRD-A41692738,17
2545,HELA,BRD-A16997652,25
2546,HA1E,BRD-K83963101,19
2547,MCF10A,BRD-K56301217,20
2548,HELA,BRD-K05804044,18
2549,THP1,BRD-K66538826,18
2550,MCF10A,BRD-K02113016,21
2551,YAPC,BRD-K51544265,20
2552,TMD8,BRD-K71223042,19
2553,THP1,BRD-K40624912,19
2554,MCF10A,BRD-K16478699,20
2555,HS578T,BRD-K93788137,17
2556,YAPC,BRD-K40738845,18
2557,HELA,BRD-K23728141,25
2558,HELA,BRD-K17561142,25
2559,A549,BRD-K82928847,18
2560,HEK293,BRD-K79254416,18
2561,MINO,BRD-A50998626,19
2562,MCF10A,BRD-K53972329,16
2563,HS578T,BRD-A79768653,20
2564,MCF10A,BRD-K05104363,31
2565,HELA,BRD-K32821942,25
2566,HELA,BRD-K16037980,25
2567,A375,BRD-K08799216,18
2568,HELA,BRD-K35589454,25
2569,HELA,BRD-A27376179,24
2570,MCF10A,BRD-K37687095,26
2571,PC3,BRD-K86797399,18
2572,A375,BRD-K42828737,16
2573,BJAB,BRD-K64034691,19
2574,A549,BRD-K86797399,18
2575,THP1,BRD-K19540840,19
2576,HEK293,BRD-K77625799,18
2577,BJAB,BRD-K40624912,19
2578,HS578T,BRD-K37687095,17
2579,HT29,BRD-K99545815,19
2580,HELA,BRD-K25433859,25
2581,HELA,BRD-K16898998,25
2582,OCILY10,BRD-K81418486,19
2583,A375,BRD-K72414522,18
2584,YAPC,BRD-K78431006,16
2585,PC3,BRD-K03449891,18
2586,HEK293,BRD-K59317601,18
2587,HS578T,BRD-K56343971,20
2588,SKBR3,BRD-K68065987,17
2589,SKBR3,BRD-K07667918,20
2590,MCF10A,BRD-K12787259,18
2591,HEK293,BRD-K80700417,18
2592,YAPC,BRD-K12184916,16
2593,XC.L100.L,BRD-K49865102,19
2594,BT20,BRD-K97764662,20
2595,A375,BRD-K80738081,19
2596,MDAMB231,BRD-K92571446,19
2597,HELA,BRD-K34154330,25
2598,PC3,BRD-K40738845,18
2599,MCF10A,BRD-K60866521,18
2600,YAPC,BRD-K36740062,18
2601,A375,BRD-K05104363,20
2602,MCF10A,BRD-K40738845,21
2603,MCF10A,BRD-K99749624,27
2604,THP1,BRD-K25835157,19
2605,HA1E,BRD-K17743125,19
2606,HELA,BRD-K16762525,25
2607,MCF7,BRD-K75308783,16
2608,HELA,BRD-K70511574,17
2609,PC3,BRD-K73319509,18
2610,HA1E,BRD-A12230535,18
2611,MCF10A,BRD-K77625799,18
2612,HUVEC.A,BRD-K79254416,18
2613,THP1,BRD-K07310275,23
2614,A549,BRD-K21718444,18
2615,HEK293,BRD-K12787259,18
2616,TMD8,BRD-K35458079,19
2617,MCF10A,BRD-K58772419,20
2618,HELA,BRD-K36680103,25
2619,HELA,BRD-A08187463,25
2620,MCF10A,BRD-K03063480,16
2621,MCF7,BRD-K93788137,17
2622,HT29,BRD-K82928847,18
2623,PC3,BRD-K57169635,18
2624,HT29,BRD-K11153516,17
2625,HELA,BRD-A25234499,25
2626,HELA,BRD-K15567136,25
2627,HELA,BRD-K23677682,25
2628,MDAMB231,BRD-K57169635,18
2629,JURKAT,BRD-K77625799,18
2630,HA1E,BRD-K20001883,16
2631,MCF10A,BRD-K12502280,16
2632,A375,BRD-K79404599,19
2633,PC3,BRD-K42805893,18
2634,JURKAT,BRD-A58280226,18
2635,HS578T,BRD-K42918627,17
2636,MCF7,BRD-K86797399,18
2637,HT29,BRD-K17743125,18
2638,JURKAT,BRD-K53414658,18
2639,HS578T,BRD-K72414522,16
2640,HT29,BRD-K52313696,18
2641,A375,BRD-K87737963,19
2642,HELA,BRD-K16803204,25
2643,HELA,BRD-K26619122,25
2644,THP1,BRD-K80700417,18
2645,HELA,BRD-K15933101,25
2646,HELA,BRD-K18324993,25
2647,TMD8,BRD-A52530684,18
2648,XC.L100.L,BRD-K59369769,19
2649,HELA,BRD-A18043272,25
2650,MINO,BRD-K81528515,19
2651,HEK293,BRD-K66538826,18
2652,BJAB,BRD-K88510285,25
2653,BJAB,BRD-A09722536,19
2654,HA1E,BRD-K24576554,18
2655,HELA,BRD-K08547377,25
2656,HELA,BRD-K10852020,25
2657,MCF10A,BRD-K57169635,18
2658,YAPC,BRD-K17743125,19
2659,YAPC,BRD-K21718444,18
2660,HS578T,BRD-K92571446,19
2661,HT29,BRD-K53417444,18
2662,YAPC,BRD-K89162000,16
2663,MINO,BRD-K62391742,18
2664,HELA,BRD-K35586044,25
2665,HA1E,BRD-K36740062,19
2666,HA1E,BRD-K56751279,18
2667,HELA,BRD-K17068645,25
2668,PC3,BRD-K53417444,18
2669,MDAMB231,BRD-K80700417,18
2670,HELA,BRD-A09349126,25
2671,JURKAT,BRD-K74514084,18
2672,MINO,BRD-A77216878,19
2673,HELA,BRD-A18611368,25
2674,HT29,BRD-K40738845,18
2675,MDAMB231,BRD-K59317601,18
2676,JURKAT,BRD-K40738845,18
2677,THP1,BRD-K50168500,23
2678,HS578T,BRD-K46056750,19
2679,HELA,BRD-K17705806,24
2680,YAPC,BRD-K09951645,20
2681,HEK293,BRD-K74514084,18
2682,THP1,BRD-K72414522,23
2683,HELA,BRD-K02123250,18
2684,HELA,BRD-K59317601,18
2685,MINO,BRD-K45995181,18
2686,A549,BRD-K37764012,16
